fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2020-11-26;553;499;1053;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-26;391;393;785;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-26;674;329;1006;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-26;561;158;722;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-26;7144;5344;12534;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-27;217;248;477;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-27;836;821;1681;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-27;958;745;1712;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-27;935;711;1646;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-27;1032;764;1799;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-27;937;812;1752;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-27;560;536;1099;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-27;452;400;853;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-27;541;341;883;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-27;419;139;558;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-27;6888;5519;12465;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-28;110;96;212;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-28;391;416;819;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-28;427;365;794;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-28;474;381;856;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-28;477;428;905;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-28;467;442;910;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-28;286;261;548;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-28;215;197;412;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-28;258;145;403;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-28;150;74;224;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-28;3255;2807;6085;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-29;18;25;43;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-29;65;56;122;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-29;125;81;206;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-29;155;96;251;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-29;115;95;210;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-29;94;69;163;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-29;55;78;133;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-29;57;86;143;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-29;124;84;208;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-29;84;43;127;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-29;892;714;1607;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-30;248;257;521;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-30;881;882;1789;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-30;1251;873;2127;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-30;1291;952;2248;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-30;1280;1011;2294;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-30;1178;983;2168;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-30;704;758;1463;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-30;523;496;1022;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-30;804;459;1263;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-30;775;201;977;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-30;8936;6874;15875;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-01;208;205;424;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-01;667;649;1334;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-01;964;653;1621;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-01;1028;706;1737;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-01;961;797;1761;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-01;904;747;1654;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-01;519;501;1021;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-01;427;383;813;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-01;762;400;1163;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-01;680;180;860;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-01;7123;5224;12395;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-02;183;188;378;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-02;688;679;1388;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-02;921;687;1612;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-02;913;683;1599;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-02;859;694;1559;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-02;813;686;1500;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-02;460;519;984;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-02;422;365;789;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-02;640;321;961;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-02;587;154;742;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-02;6487;4977;11517;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-03;171;203;382;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-03;670;712;1394;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-03;974;753;1732;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-03;1009;687;1699;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-03;982;702;1689;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-03;924;759;1686;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-03;559;507;1071;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-03;361;369;730;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-03;620;313;934;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-03;562;147;709;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-03;6833;5153;12029;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-04;216;234;461;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-04;784;730;1528;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-04;971;750;1726;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-04;997;778;1779;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-04;1004;798;1803;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-04;954;752;1710;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-04;661;568;1235;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-04;443;385;829;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-04;547;320;868;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-04;463;164;627;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-04;7042;5481;12570;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-05;105;222;334;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-05;390;355;754;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-05;503;418;922;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-05;529;435;966;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-05;552;409;961;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-05;513;427;940;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-05;318;283;603;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-05;221;196;417;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-05;268;176;444;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-05;175;56;231;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-05;3575;2977;6574;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-06;20;25;45;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-06;69;67;136;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-06;130;86;216;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-06;138;104;242;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-06;108;103;211;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-06;111;84;195;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-06;68;88;157;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-06;79;85;164;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-06;157;84;241;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-06;103;45;148;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-06;983;771;1756;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-07;264;267;536;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-07;884;907;1804;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-07;1305;1000;2308;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-07;1389;1112;2503;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-07;1330;1062;2397;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-07;1306;1065;2379;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-07;808;800;1612;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-07;590;526;1119;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-07;751;409;1160;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-07;706;189;897;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-07;9336;7339;16721;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-08;195;206;407;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-08;747;719;1481;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-08;1034;817;1856;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-08;1093;818;1917;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-08;1045;788;1835;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-08;957;813;1777;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-08;627;600;1228;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-08;472;443;916;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-08;684;351;1035;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-08;629;149;778;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-08;7486;5706;13237;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-09;243;231;480;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-09;708;780;1503;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-09;1070;775;1853;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-09;1031;780;1815;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-09;1019;771;1794;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-09;825;795;1623;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-09;568;547;1119;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-09;458;425;883;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-09;620;359;982;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-09;523;160;683;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-09;7070;5624;12741;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-10;210;219;438;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-10;760;756;1532;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-10;1085;866;1954;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-10;1085;857;1946;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-10;1086;839;1930;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-10;997;842;1843;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-10;623;573;1203;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-10;488;429;921;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-10;673;390;1064;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-10;573;173;746;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-10;7580;5945;13580;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-11;223;260;495;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-11;897;864;1790;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-11;1098;925;2031;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-11;1151;913;2066;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-11;1106;926;2042;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-11;972;888;1865;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-11;666;639;1307;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-11;481;490;972;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-11;606;331;939;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-11;450;124;574;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-11;7651;6362;14085;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-12;120;138;261;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-12;467;446;917;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-12;652;477;1129;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-12;685;522;1210;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-12;653;556;1217;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-12;624;543;1170;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-12;364;370;735;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-12;226;231;457;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-12;286;196;482;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-12;185;83;268;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-12;4263;3562;7847;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-13;24;20;45;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-13;77;87;166;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-13;157;114;271;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-13;159;130;289;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-13;149;130;279;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-13;121;118;239;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-13;79;107;186;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-13;74;104;178;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-13;145;98;243;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-13;101;44;145;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-13;1086;952;2041;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-14;270;266;546;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-14;1160;1030;2214;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-14;1579;1090;2676;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-14;1677;1313;2995;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-14;1623;1261;2889;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-14;1549;1246;2798;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-14;937;965;1908;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-14;710;609;1319;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-14;875;495;1371;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-14;746;206;955;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-14;11128;8482;19676;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-15;203;256;467;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-15;900;898;1825;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-15;1348;965;2318;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-15;1323;1000;2327;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-15;1285;938;2225;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-15;1156;961;2124;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-15;761;694;1461;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-15;596;541;1137;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-15;753;436;1191;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-15;677;196;874;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-15;9004;6891;15959;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-16;226;260;496;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-16;925;968;1908;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-16;1257;941;2203;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-16;1308;989;2299;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-16;1172;947;2120;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-16;1095;1003;2102;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-16;717;718;1436;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-16;535;520;1056;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-16;661;366;1030;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-16;585;157;744;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-16;8483;6871;15400;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-17;195;215;417;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-17;916;918;1846;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-17;1321;1044;2375;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-17;1390;1054;2448;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-17;1273;963;2246;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-17;1149;1010;2165;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-17;771;742;1514;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-17;534;474;1013;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-17;732;396;1128;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-17;590;180;772;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-17;8873;6999;15930;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-18;266;249;524;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-18;1010;990;2013;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-18;1357;1098;2462;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-18;1481;1185;2668;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-18;1398;1197;2598;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-18;1234;1175;2411;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-18;907;922;1831;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-18;631;627;1259;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-18;676;403;1080;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-18;530;154;684;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-18;9495;8004;17539;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-19;170;183;356;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-19;655;599;1266;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-19;879;646;1525;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-19;854;820;1675;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-19;843;745;1590;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-19;880;732;1614;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-19;564;558;1128;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-19;394;375;769;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-19;319;217;537;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-19;158;81;239;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-19;5718;4959;10704;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-20;54;53;112;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-20;194;170;365;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-20;311;212;524;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-20;261;277;539;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-20;318;257;576;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-20;267;231;498;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-20;173;190;363;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-20;140;151;292;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-20;142;123;266;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-20;85;36;121;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-20;1945;1701;3657;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-21;271;296;579;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-21;1116;1055;2194;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-21;1642;1350;3002;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-21;1790;1341;3132;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-21;1751;1402;3158;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-21;1719;1410;3131;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-21;1122;1035;2165;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-21;787;697;1487;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-21;946;513;1461;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-21;773;251;1025;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-21;11917;9354;21343;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-22;222;240;468;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-22;930;944;1890;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-22;1576;1192;2775;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-22;1516;1153;2672;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-22;1424;1195;2626;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-22;1374;1202;2577;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-22;948;898;1847;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-22;688;627;1318;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-22;862;484;1350;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-22;680;198;878;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-22;10222;8135;18408;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-23;225;233;468;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-23;939;850;1806;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-23;1442;1123;2571;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-23;1481;1139;2626;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-23;1316;1153;2472;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-23;1267;1089;2358;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-23;795;858;1659;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-23;609;508;1121;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-23;743;383;1128;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-23;539;153;693;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-23;9360;7491;16908;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-24;201;183;385;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-24;682;737;1428;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-24;1104;972;2076;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-24;1071;891;1964;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-24;996;927;1923;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-24;1010;895;1908;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-24;643;690;1333;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-24;460;417;879;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-24;457;268;726;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-24;336;107;443;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-24;6963;6087;13068;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-25;12;13;25;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-25;52;40;92;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-25;111;77;188;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-25;113;96;209;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-25;79;69;148;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-25;70;72;143;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-25;49;66;115;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-25;52;66;118;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-25;88;69;157;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-25;67;38;105;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-25;693;606;1301;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-26;140;143;289;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-26;524;481;1013;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-26;967;701;1669;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-26;956;733;1691;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-26;781;661;1447;4355126.52656384;4237759.6333663;49;8592886.15993014
