fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2020-09-30;165;49;215;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-09-30;6934;6369;13339;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-01;148;163;323;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-01;1001;991;2030;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-01;1814;1800;3623;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-01;1269;1153;2426;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-01;1181;986;2170;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-01;987;868;1856;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-01;545;554;1100;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-01;318;288;606;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-01;188;139;327;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-01;117;50;168;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-01;7570;6996;14641;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-02;187;169;368;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-02;1136;1067;2236;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-02;1981;1841;3832;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-02;1385;1212;2598;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-02;1275;1081;2361;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-02;1113;963;2078;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-02;671;620;1295;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-02;361;373;735;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-02;272;175;448;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-02;177;66;245;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-02;8560;7569;16203;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-03;83;82;172;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-03;489;480;990;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-03;845;783;1630;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-03;622;562;1185;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-03;521;496;1019;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-03;485;477;963;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-03;301;283;588;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-03;167;181;348;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-03;130;87;217;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-03;75;32;107;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-03;3721;3466;7225;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-04;26;28;54;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-04;111;90;204;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-04;252;216;469;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-04;148;147;295;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-04;141;135;276;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-04;118;130;248;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-04;94;81;176;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-04;52;66;118;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-04;42;50;92;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-04;35;11;46;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-04;1019;955;1979;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-05;248;247;510;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-05;1312;1282;2623;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-05;2506;2275;4794;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-05;1892;1675;3568;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-05;1749;1536;3286;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-05;1545;1400;2946;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-05;938;888;1830;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-05;496;505;1002;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-05;337;225;563;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-05;239;74;313;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-05;11265;10113;21448;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-06;147;183;343;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-06;1180;1342;2551;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-06;2338;2053;4402;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-06;1738;1545;3290;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-06;1543;1339;2886;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-06;1420;1279;2702;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-06;858;812;1673;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-06;452;443;895;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-06;387;224;612;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-06;229;66;295;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-06;10295;9291;19661;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-07;232;235;481;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-07;1351;1349;2736;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-07;2470;2260;4739;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-07;1774;1609;3390;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-07;1672;1493;3172;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-07;1466;1298;2767;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-07;873;828;1705;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-07;447;464;913;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-07;325;245;570;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-07;181;62;243;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-07;10791;9850;20727;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-08;237;253;504;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-08;1419;1464;2921;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-08;2656;2361;5028;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-08;1987;1760;3750;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-08;1902;1570;3476;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-08;1523;1548;3075;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-08;959;916;1879;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-08;531;501;1032;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-08;346;251;597;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-08;201;62;263;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-08;11767;10689;22541;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-09;258;302;572;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-09;1586;1628;3248;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-09;2576;2390;4972;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-09;2098;1886;3993;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-09;2021;1690;3717;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-09;1769;1496;3274;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-09;1042;998;2050;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-09;593;561;1154;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-09;413;306;719;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-09;295;78;374;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-09;12652;11337;24077;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-10;140;144;293;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-10;779;699;1506;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-10;1204;1073;2278;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-10;975;841;1821;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-10;946;826;1776;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-10;790;756;1550;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-10;496;456;955;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-10;296;294;590;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-10;244;164;408;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-10;94;39;133;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-10;5966;5293;11313;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-11;49;50;100;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-11;156;179;337;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-11;351;289;640;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-11;282;276;558;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-11;226;213;441;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-11;182;196;378;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-11;130;155;285;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-11;67;117;184;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-11;103;68;171;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-11;99;27;126;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-11;1645;1572;3222;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-12;352;386;763;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-12;1951;1984;3989;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-12;3203;2875;6084;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-12;2771;2371;5152;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-12;2658;2260;4929;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-12;2310;2214;4530;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-12;1529;1420;2960;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-12;811;853;1664;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-12;634;404;1038;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-12;468;131;599;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-12;16691;14902;31718;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-13;304;269;583;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-13;1731;1805;3576;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-13;2976;2516;5497;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-13;2517;2162;4691;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-13;2406;2061;4474;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-13;2193;1889;4088;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-13;1355;1334;2699;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-13;750;752;1503;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-13;597;358;955;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-13;397;118;515;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-13;15230;13272;28594;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-14;314;316;649;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-14;1951;1892;3899;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-14;3030;2604;5647;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-14;2569;2065;4640;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-14;2485;2097;4590;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-14;2121;1846;3976;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-14;1312;1270;2593;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-14;727;696;1423;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-14;534;369;903;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-14;368;106;475;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-14;15414;13266;28807;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-15;313;350;685;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-15;1983;1896;3923;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-15;3373;2917;6301;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-15;2908;2438;5357;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-15;2738;2265;5010;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-15;2386;2029;4420;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-15;1489;1419;2914;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-15;848;800;1650;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-15;669;442;1112;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-15;495;150;645;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-15;17208;14709;32029;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-16;321;356;693;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-16;2003;2030;4081;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-16;3494;2983;6481;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-16;3027;2535;5566;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-16;2822;2421;5248;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-16;2472;2285;4759;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-16;1639;1532;3178;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-16;894;948;1842;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-16;720;466;1186;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-16;431;137;568;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-16;17831;15696;33618;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-17;176;181;368;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-17;916;831;1793;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-17;1490;1293;2786;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-17;1314;1187;2504;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-17;1270;1107;2378;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-17;1138;1051;2190;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-17;717;795;1523;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-17;424;441;866;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-17;367;248;615;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-17;194;64;258;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-17;8011;7203;15291;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-18;61;72;135;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-18;233;215;450;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-18;485;375;860;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-18;410;364;775;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-18;338;350;689;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-18;294;287;581;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-18;192;210;403;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-18;125;168;293;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-18;194;153;347;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-18;127;46;173;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-18;2459;2241;4707;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-19;458;487;964;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-19;2391;2364;4828;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-19;4468;3720;8209;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-19;4078;3416;7499;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-19;3831;3276;7113;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-19;3501;3076;6583;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-19;2213;2218;4434;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-19;1372;1290;2663;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-19;1145;712;1857;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-19;856;268;1125;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-19;24319;20831;45286;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-20;379;364;764;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-20;2106;2144;4311;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-20;4413;3834;8263;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-20;4096;3358;7461;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-20;3735;3360;7103;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-20;3450;3131;6586;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-20;2258;2050;4317;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-20;1351;1293;2645;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-20;1163;684;1847;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-20;774;259;1034;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-20;23736;20488;44358;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-21;391;418;833;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-21;2203;2088;4354;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-21;4789;4028;8834;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-21;4225;3605;7838;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-21;4052;3479;7534;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-21;3750;3288;7044;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-21;2298;2223;4525;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-21;1348;1332;2683;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-21;1217;762;1979;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-21;851;275;1126;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-21;25131;21507;46768;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-22;463;427;914;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-22;2519;2469;5060;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-22;5017;4431;9464;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-22;4546;3889;8444;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-22;4479;3793;8282;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-22;4025;3454;7486;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-22;2520;2481;5010;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-22;1551;1444;2996;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-22;1330;796;2129;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-22;1051;281;1334;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-22;27508;23474;51140;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-23;534;531;1080;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-23;2875;2767;5707;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-23;5302;4557;9875;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-23;4897;4154;9054;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-23;4724;4038;8770;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-23;4352;3850;8210;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-23;2808;2728;5552;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-23;1683;1711;3397;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-23;1507;911;2422;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-23;957;326;1288;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-23;29650;25586;55379;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-24;242;274;524;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-24;1322;1240;2601;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-24;2523;2032;4558;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-24;2308;1882;4192;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-24;2065;1874;3942;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-24;1928;1863;3795;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-24;1317;1236;2560;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-24;705;734;1439;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-24;629;446;1075;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-24;330;130;460;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-24;13373;11720;25159;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-25;79;88;170;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-25;344;301;650;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-25;753;546;1311;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-25;624;557;1188;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-25;571;506;1087;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-25;489;486;981;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-25;294;346;645;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-25;233;268;502;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-25;296;228;526;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-25;181;83;264;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-25;3865;3409;7326;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-26;631;624;1297;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-26;3410;3372;6873;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-26;6446;5240;11704;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-26;6108;5104;11234;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-26;5945;5124;11079;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-26;5460;4842;10314;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-26;3671;3442;7127;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-26;2261;2069;4336;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-26;1929;1135;3064;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-26;1285;406;1691;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-26;37160;31376;68754;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-27;457;540;1018;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-27;2999;2827;5901;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-27;5730;4754;10504;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-27;5469;4615;10096;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-27;5488;4438;9945;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-27;5070;4477;9560;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-27;3364;3153;6529;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-27;2061;2003;4069;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-27;1570;998;2568;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-27;965;311;1277;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-27;33183;28125;61527;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-28;561;523;1113;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-28;2917;2661;5653;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-28;5207;4248;9476;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-28;5195;4112;9322;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-28;4911;3989;8910;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-28;4602;4072;8680;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-28;3070;2828;5909;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-28;1871;1850;3726;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-28;1615;1047;2664;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-28;1171;312;1484;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-28;31128;25653;56958;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-29;618;655;1308;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-29;3070;2936;6095;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-10-29;4966;4092;9077;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-10-29;4803;4007;8819;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-10-29;4851;3929;8791;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-10-29;4562;3924;8491;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-10-29;3157;2896;6069;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-10-29;1846;1719;3571;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-10-29;1541;990;2536;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-10-29;1057;358;1416;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-10-29;30481;25518;56198;34692807.7476749;32422187.2523251;0;67114995
FR;2020-10-30;805;848;1700;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-10-30;3547;3436;7087;4066326.89515592;4270159.26538131;19;8336486.16053724
